Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Potato,47732.17,339627.83,37.2,911.26,1.61
Rice,162761,480959,26.78,412.18,5.53
Potato,186544.54,1606975.46,28.78,1376.16,7.35
Sugarcane,267523.82,2281666.18,26.4,2133.97,10.3
Potato,282104.05,2144175.95,34.89,853.38,10.35
Sugarcane,72523.77,572316.23,18.77,1877.43,2.62
Maize,383876.42,861543.58,23.24,1197.14,11.62
Sugarcane,226293.77,1693876.23,37.06,431.19,7.84
Cotton,237030.65,883319.35,32.26,968.72,8.08
Sugarcane,308471.42,2311138.58,20.96,990.59,10.72
Cotton,120108.88,490391.12,35.31,2290.26,4.18
Potato,176031.97,1040888.03,18.69,2459.85,5.28
Potato,284506.69,2596453.31,29.76,761.49,11.83
Potato,21358.82,144241.18,38.78,1247.13,0.69
Sugarcane,196476.3,2339028.7,28.09,2448.75,10.47
Potato,329759.07,2159400.93,34.39,1195.99,10.19
Sugarcane,79594.65,790575.35,32.59,1068.18,3.52
Sugarcane,339550.13,2095679.87,36.24,541.74,9.95
Wheat,134979.23,211310.77,39.13,1957.23,4.3
Wheat,203277.25,302402.75,12.62,1283.41,7.73
Sugarcane,126426.65,1243053.35,12.78,1705.06,5.64
Cotton,42825.3,196974.7,28.64,1421.68,1.67
Maize,368359.03,480160.97,38.72,683.98,10.8
Rice,162582.21,456937.79,25.6,688.01,6.77
Wheat,165084.71,233285.29,35.51,2367.46,6.04
Sugarcane,200007.86,2391742.14,33.5,2256.94,10.61
Rice,122196.33,340243.67,25.95,1643.39,4.27
Wheat,206282.39,346017.61,26.37,302.74,7.06
Maize,224315.15,857304.85,24.21,1253.25,10.65
Cotton,84590.37,507209.63,19.06,1466.94,4.44
Sugarcane,280170.7,2093599.3,36.04,1288.76,9.63
Maize,161363.24,409776.76,17.87,2335.99,6.42
Wheat,57209.59,160980.41,37.39,389.9,2.31
Sugarcane,23680.49,213094.51,22.07,1740.84,0.97
Rice,256610.66,634389.34,12.74,990.44,8.86
Potato,97547.53,710172.47,16.71,1530.85,3.51
Cotton,299518.11,1299331.89,36.86,1743.02,9.88
Wheat,87435.46,83084.54,15.6,1269.81,2.67
Cotton,239321.9,898078.1,32.69,626.42,7.03
Sugarcane,39777.83,343227.17,17.12,1441.88,1.57
Potato,260568.37,1825991.63,25.97,2352.5,8.96
Maize,295355.51,587004.49,17.75,1478.94,9.31
Cotton,254101.79,975698.21,21.33,570.47,11.04
Rice,183114.47,558505.53,15.5,2113.16,6.96
Wheat,43184.66,86805.34,27.57,787.84,1.72
Rice,254161.33,728578.67,22.24,1114.48,10.02
Cotton,108718.26,426431.74,22.23,1243.27,4.11
Potato,306616.18,2196703.82,13.08,1047.34,10.85
Maize,341713.37,788686.63,15.81,1189.79,11.75
Maize,38379.13,141620.87,31.81,2050.06,2.02
Rice,40466.53,91313.47,20.18,791.39,1.45
Sugarcane,281466.89,2365093.11,24.38,1334.92,10.82
Sugarcane,331725.63,2359424.37,33.37,344.02,10.84
Potato,159443.87,1526916.13,24.45,1416.87,7.23
Maize,254182.73,569677.27,18.32,545.72,10.71
Rice,260817.24,936422.76,27.4,920.92,11.2
Rice,190884.85,452835.15,34.43,1014.72,6.89
Rice,244178.34,527361.66,28.79,481.18,8.4
Cotton,175086.46,720313.54,23.77,1093.25,7.56
Potato,60193.65,557086.35,15.52,1395.73,2.51
Sugarcane,122811.09,1229448.91,18.96,1248.41,5.52
Sugarcane,309352.12,1721907.88,38.49,916.94,8.34
Cotton,180190.16,865359.84,33.61,948.68,7.52
Wheat,71200.92,176599.08,14.45,1693.88,2.97
Cotton,289970.81,1125179.19,12.15,1880.47,10.96
Potato,297430.57,2002009.43,16.91,1568.37,9.52
Rice,32722.79,99717.21,38.43,2447.61,1.29
Cotton,129462.06,204387.94,28.24,2378.72,4.46
Rice,386443.96,1002636.04,35.48,516.63,11.95
Potato,99926.95,1105713.05,25.03,875.02,4.98
Potato,205082.68,1663437.32,35.15,2210.47,8.13
Maize,44185.9,124474.1,12.95,365.26,1.66
Rice,102642.31,375197.69,23.95,1602.83,4.08
Sugarcane,293177.86,2318487.14,22.57,2399.9,10.64
Cotton,209107.39,635692.61,39.48,1793.18,6.37
Potato,268801.59,2183158.41,20.41,502.25,9.99
Rice,14986.23,41773.77,23.67,1945.2,0.59
Wheat,217057.79,394462.21,33.25,1128.27,8.16
Maize,117036.65,249083.35,36.66,2327.37,3.95
Wheat,279692.08,585717.92,36.59,929.9,10.4
Potato,370527.08,2368472.92,23.05,1341.11,11.36
Wheat,266265.79,430094.21,38.56,1942.54,8.41
Wheat,70342.23,65947.77,30.3,866.59,2.18
Maize,151948.48,367351.52,35.83,699.92,5.88
Maize,204371.09,395208.91,37.94,305.96,5.84
Maize,285552.35,594107.65,18.54,1373.52,10.05
Maize,164751.6,293528.4,25.98,2342.96,5.8
Wheat,134668.26,301711.74,28.46,919.27,4.33
Sugarcane,160637.04,1709587.96,34.47,395.43,7.53
Sugarcane,238979.42,1724835.58,23.23,1664.95,7.94
Maize,278546.73,634593.27,17.89,423.57,9.81
Cotton,342469.03,1307530.97,32.81,1415.21,10.86
Rice,273383.24,688236.76,28.59,1139.37,10.73
Potato,246431.57,1584048.43,37.15,1345.93,7.71
Cotton,159673.81,583376.19,30.34,657.81,6.53
Potato,229119.4,2142560.6,12.47,498.44,9.71
Cotton,103635.07,816514.93,39.07,1947.78,4.03
Cotton,224693.36,995756.64,28.61,840.47,9.22
Sugarcane,153588.23,1406151.77,28.68,2060.93,6.32
Rice,58471.23,157128.77,37.46,1968.58,1.92
Cotton,281575.08,1064824.92,30.59,736.43,9.16
Maize,203943.46,590936.54,25.42,2298.24,7.96
Potato,38767.3,311872.7,15,654.82,1.45
Sugarcane,105214.28,1296395.72,38.94,2053.72,5.68
Potato,136183.53,1270816.47,14.2,1225.17,6.09
Maize,172626.05,599213.95,16.77,702.64,8.02
Maize,188826.9,591113.1,34.95,2363.84,8.3
Cotton,101185.6,262364.4,25.73,2419.17,2.69
Maize,20746.61,57013.39,16.99,1425.02,0.89
Rice,204089.51,902070.49,20.01,1332.18,9.63
Maize,334228.57,793291.43,39.83,2281.85,11.79
Cotton,262428.34,1657621.66,28.35,1611.5,11.32
Potato,171166.25,1340353.75,23.25,885.28,6.26
Maize,168452.83,515187.17,36.53,1235.43,6.58
Sugarcane,272371.73,2484193.27,25.43,2139.18,11.2
Sugarcane,161077.55,1493582.45,20.62,2191.04,6.76
Sugarcane,94456.04,818098.96,16.6,2366.36,3.69
Potato,236230.02,1784689.98,32.85,934.17,8.29
Wheat,188296.07,283783.93,28.69,1795.9,5.99
Sugarcane,247020.41,2059584.59,14.59,450.46,9.53
Sugarcane,303591.42,2037138.58,28.57,1896.99,9.51
Wheat,363135.05,775484.95,16.46,1539.04,11.26
Potato,47632.74,462127.26,39.49,849.49,2.08
Sugarcane,151952.04,1444222.96,19.27,1740.19,6.5
Cotton,295843.12,821756.88,31.49,597.4,9.54
Potato,131069.38,1134210.62,30.37,1034.37,5.5
Sugarcane,257584.46,1644280.54,31.36,1182.01,7.71
Sugarcane,288364.11,2143540.89,24.04,2009.7,9.9
Wheat,168251.19,235368.81,14.08,979.33,5.94
Cotton,123626.88,546273.12,39.44,407.88,5.2
Potato,66826.98,547693.02,17.36,697.63,2.58
Maize,272993.78,707466.22,33.55,1637.8,9.98
Rice,312955.66,648444.34,15.85,333.55,9.65
Cotton,282836.05,1237363.95,19.87,2042.91,9.05
Maize,142275.89,413744.11,27.68,2282.46,5.02
Cotton,261121.63,819078.37,23.58,1389.87,7.21
Maize,35584.57,108775.43,38.83,1856.79,1.93
Maize,111793.93,308146.07,35.74,1317.89,4.17
Cotton,113653.39,755346.61,37.81,979.28,5.51
Wheat,23427,65193,29.94,662.71,1
Cotton,49078.34,253421.66,18.13,1439.96,1.69
Cotton,278209.07,1433940.93,26.52,2345.76,10.04
Maize,286891.6,845488.4,33.43,2257.94,11.67
Rice,122893.94,202706.06,13.81,2323.18,4.2
Maize,46867.4,124852.6,36.17,2426.11,1.73
Sugarcane,282476.5,2494248.5,29.68,663.79,11.26
Cotton,300886.85,1747313.15,32.26,622.36,11.01
Potato,234707.92,1758612.08,31.44,1241.08,8.03
Cotton,172761.37,592838.63,35.74,1816.49,4.39
Wheat,53279.94,76290.06,14.45,1267.33,1.79
Potato,298217.07,2426262.93,22.56,2263.18,11.3
Maize,247893.51,594326.49,26.07,1878.27,11.08
Wheat,267425.93,367194.07,27.3,1694.74,9.05
Cotton,295148.02,1341101.98,38.39,456.28,11.24
Maize,55157.46,136182.54,13.19,685.74,2.11
Maize,63613.86,98026.14,36.26,1241.94,1.76
Sugarcane,75709.18,595450.82,27.45,2448.02,2.71
Sugarcane,88775.05,627394.95,27.53,1035.7,2.98
Rice,254998.1,839941.9,20.97,1685.95,10.01
Sugarcane,288514.79,2463675.21,30.02,2475.59,11.1
Potato,89819.97,631980.03,30.1,880.86,2.98
Maize,143743.38,413716.62,17.3,666.67,5.82
Sugarcane,170394.27,1243290.73,30.96,1501.93,5.73
Rice,57868.28,203711.72,19.47,1514.16,2.55
Cotton,259881.45,1029868.55,31.29,2328.15,10.31
Potato,149745.76,1468574.24,29.13,358.15,6.51
Sugarcane,169341.89,1530818.11,32.05,1196.23,7.01
Maize,87453.16,222506.84,12.55,987.17,3.47
Cotton,209925.68,661824.32,15.51,1556.32,6.93
Maize,326308.37,561271.63,35.53,320.53,9.61
Cotton,91605.47,423194.53,22.66,1864.34,4.01
Potato,52916.98,361083.02,35.43,1366.98,1.8
Maize,191361.05,542318.95,13.75,1841.52,7.22
Sugarcane,180886.51,1744008.49,33.54,1285.17,7.81
Sugarcane,94320.38,594549.62,14.35,1343.22,2.82
Rice,104610.3,253989.7,25.11,2270.21,3.36
Cotton,81152.7,318697.3,38.25,763.98,2.26
Rice,305726.91,778873.09,14.17,778.48,11.1
Wheat,92233.37,170266.63,21.82,1530.85,2.95
Sugarcane,19271.59,132418.41,26.51,1752.49,0.62
Cotton,260750.58,1338099.42,37.18,1080.31,10.16
Potato,324222.84,2138777.16,21.31,1442.92,9.74
Rice,115629.26,505210.74,34.6,801.28,5.75
Potato,308043.72,1996556.28,32.11,599,9.67
Potato,175034.76,1187325.24,20.6,824.18,5.67
Potato,96903.53,632096.47,21.54,2316.02,3.08
Rice,133313.12,403706.88,17.35,2064,5.4
Wheat,166878.48,281681.52,31.4,608.54,6.1
Rice,16042,42918,27.77,402.43,0.6
Maize,55048.19,83191.81,16.34,505.01,1.8
Sugarcane,233291.38,2346033.62,29.36,945.55,10.56
Rice,154188.79,335311.21,25.96,2084.99,5.01
Rice,124540.62,375299.38,14.59,1007.02,4.31
Wheat,309993.5,649496.5,38.7,708.44,10.72
Maize,58541.09,155478.91,35.37,1170.85,2.28
Rice,83253.51,173486.49,13.99,572.92,3
Sugarcane,284569.88,2169210.12,38.08,1334.48,10.02
Sugarcane,115114.09,794080.91,37.67,1786.22,3.72
Rice,232991.44,479368.56,13.18,1111.47,7.78
Potato,197663.99,2006856.01,17.64,681.95,9.01
Potato,87827.73,636012.27,31.67,1297.03,3.06
Maize,91061.53,220878.47,38.17,1977.48,3.41
Sugarcane,166848.93,1395236.07,35.05,468.51,6.44
Potato,315866.34,1995693.66,19.89,456.06,9.61
Sugarcane,241058.93,1455181.07,12.94,999.84,6.88
Maize,41517.65,70442.35,25.24,1213.12,1.27
Maize,124066.11,343573.89,14.57,776.24,4.53
Potato,106122.57,951437.43,18.87,359.2,4.3
Rice,251842.14,680077.86,29.92,783.03,9.79
Cotton,104184.26,558565.74,25.86,1257.81,3.83
Wheat,319822.13,676837.87,22.55,474.74,10.86
Cotton,132089.85,541660.15,38.04,1874.96,4.35
Cotton,71757.88,463942.12,17.4,1514.62,2.73
Sugarcane,170558.86,1485081.14,25.65,1255.77,6.71
Maize,178833.05,335966.95,28.06,1441.17,4.94
Sugarcane,174722.27,1772607.73,21.01,1742.77,7.95
Potato,269530.87,2320909.13,31.75,2488.56,11.03
Wheat,308188.07,516481.93,36.28,2005.26,11.32
Potato,90689.78,655590.22,27.16,1488.8,3.11
Rice,69991.4,187408.6,33.88,1995.17,2.37
Wheat,344346.01,538913.99,13.71,1345.49,11.31
Sugarcane,267612.7,2159217.3,16.31,984,9.84
Sugarcane,84837.63,764087.37,24.94,876.31,3.51
Potato,234023.83,2054256.17,37.79,1178.85,9.76
Sugarcane,205623.6,1995561.4,26.88,305.02,9.02
Sugarcane,112453.03,720371.97,24.1,689.3,3.42
Cotton,329363.67,1370686.33,28.8,578.37,10.92
Rice,106338.82,304181.18,15.49,2412.75,4.2
Cotton,212912.33,490537.67,30.3,442.67,6.02
Sugarcane,155612.6,1692772.4,14.63,1402.14,7.51
Maize,81402.96,211997.04,28.15,2323.38,2.7
Cotton,215014.11,965835.89,32,1636.54,7.53
Sugarcane,249095.13,1854264.87,23.52,1389.59,8.62
Sugarcane,52020.94,357969.06,37.51,1934.59,1.67
Rice,153564.41,291495.59,16.26,1077.43,4.86
Potato,229299.77,1618580.23,16.79,726.17,7.54
Wheat,300705.11,615524.89,26.47,2164.02,11.15
Cotton,341535.42,1530114.58,38.09,424.48,10.75
Cotton,60363.65,283936.35,22.94,2077.15,2.45
Cotton,169373.18,913026.82,37.94,527.41,7.52
Sugarcane,32939.9,362245.1,31.42,1676.25,1.63
Rice,72745.62,232174.38,33.91,1349.5,3.88
Sugarcane,223371.6,1586093.4,38.26,2496.79,7.37
Sugarcane,39986.39,308823.61,28.03,1153.43,1.44
Potato,229967.25,2290032.75,29.97,2406.03,10.72
Maize,257791.53,717088.47,28.21,1188.32,10.03
Rice,166035.05,399364.95,33.98,1799.74,5.94
Cotton,175149.99,488150.01,19.66,1716.05,6.16
Wheat,257006.05,523983.95,34.07,490.19,10.64
Cotton,33287.06,159762.94,31.98,1935.4,1.08
Sugarcane,62467.99,464737.01,28.86,759.07,2.15
Rice,94489.59,326590.41,13.09,1154.57,4.04
Rice,90958.73,378741.27,33.69,2020.84,4.69
Rice,318443.1,1051056.9,15.71,2377.49,11.86
Maize,59113.25,154006.75,38.94,1531.57,2.2
Cotton,108750.71,505599.29,14.28,1442.65,3.99
Maize,319233.23,466646.77,32.17,1410.83,10.02
Potato,241699.07,2036980.93,22.09,2096.44,9.52
Wheat,247155.43,377174.57,32.6,2484.86,8.03
Potato,111432.04,887087.96,26.53,1693.9,4.28
Sugarcane,46192.89,402507.11,29.63,1132.97,1.85
Maize,265486.95,808213.05,14.11,781.06,11.81
Maize,84618.78,315161.22,39.06,737.41,3.39
Potato,314597.82,2073282.18,12.11,2183.53,10.21
Sugarcane,301712.64,2346247.36,38.35,2483.17,10.79
Rice,155758.29,388521.71,27.91,1835.58,5.57
Sugarcane,292452.09,2236857.91,19.23,2402.82,10.28
Cotton,116631.92,589018.08,29.86,1069.99,3.71
Potato,260106.41,2182373.59,30.84,1680.71,10.73
Sugarcane,205983.55,1694726.45,32.45,1425.71,7.81
Rice,73569.41,244110.59,12.46,1360.44,2.74
Sugarcane,250172.76,2095912.24,39.52,1691.22,9.55
Maize,286672.35,696487.65,29.3,982.75,11.01
Wheat,188533.57,345916.43,22.57,1709.37,7.06
Maize,274517.82,454122.18,27.98,1780.3,9.24
Wheat,249284.09,555225.91,17,2139.45,9.64
Sugarcane,273386.92,2070458.08,18.92,1907.06,9.56
Cotton,145036.97,646413.03,14.4,1003.5,5.73
Sugarcane,260111.37,1939078.63,36.62,1291.76,9.01
Rice,190228.79,501231.21,19.04,564.83,6.81
Sugarcane,121610.88,1161069.12,32.71,866.05,5.27
Wheat,65743.72,110866.28,19.68,1446.08,2.41
Maize,244546.2,816193.8,16.09,521.67,10.95
Cotton,135366.81,530133.19,15.03,1555.33,5.27
Sugarcane,77465.55,721619.45,36.09,1158.61,3.26
Sugarcane,86764.19,716940.81,15.35,376.49,3.29
Maize,92830.57,228109.43,14.44,1255.79,3.28
Cotton,13696.78,51753.22,12.26,918.51,0.53
Potato,162970.64,1176709.36,22.26,447.35,5.54
Sugarcane,289440.72,2356419.28,38.4,945.41,10.74
Sugarcane,21022.86,172457.14,37.44,947.01,0.79
Potato,278281.59,2467438.41,15.22,1081.16,11.5
Wheat,61946.64,130833.36,12.35,1106.24,2.56
Wheat,160730.77,521349.23,33.03,1245.5,8.77
Rice,230885,868455,20.58,502.31,9.53
Maize,189798.1,735941.9,35.37,311.61,8.95
Cotton,122127.02,546672.98,18.03,1919.22,4.4
Sugarcane,210911.79,1886288.21,25.78,1042.16,8.59
Sugarcane,192880.54,1276244.46,12.92,1649.95,5.94
Rice,65280.48,202459.52,37.05,975.48,2.25
Sugarcane,70578.64,609156.36,16.98,2465.21,2.81
Maize,22161.79,52178.21,20.25,993.93,0.8
Rice,116980.24,318839.76,25.43,1631.1,4.32
Maize,263855.64,530844.36,19.6,783.94,8.87
Rice,371811.75,585628.25,13.12,1439.17,11.64
Sugarcane,58355.57,438504.43,12.81,1574.53,2.04
Rice,141506.35,379453.65,38.75,702.21,4.56
Wheat,59436.38,121583.62,21.11,572.04,2.59
Cotton,300843.1,809606.9,21.36,2441.92,9.25
Sugarcane,305874.02,2411630.98,37.84,2265.19,11.08
Potato,51454.21,382825.79,35.41,1752.15,1.81
Cotton,288746.44,1049403.56,31.23,2194.32,10.89
Sugarcane,104802.29,786962.71,30.44,510.23,3.62
Cotton,98567.81,386532.19,34.43,1904.63,3.07
Wheat,33867.9,47192.1,16.73,928.33,1.15
Cotton,41949.77,103250.23,30.6,1486.89,1.43
Rice,27345.85,107734.15,14.76,1982.59,1.3
Cotton,162832.84,599467.16,15.54,373.65,5.63
Sugarcane,219705.64,1763954.36,18.8,1828.64,8.07
Potato,70679.02,557400.98,31.87,1256.71,2.62
Potato,89025.91,621614.09,36.99,1267.28,3
Maize,79555.37,149044.63,31.34,2296.01,2.49
Cotton,209742.46,1496357.54,23.67,2191.42,9.78
Potato,52211.24,438468.76,26.38,426.57,2.08
Cotton,27100,149450,31.95,1660.29,1.34
Potato,22853.47,190506.53,29.17,1258.86,0.92
Cotton,30522.6,61877.4,26.83,559.19,0.96
Sugarcane,229049.85,1419800.15,18.63,2172.31,6.79
Cotton,39633.89,99516.11,29.27,457.32,1.58
Sugarcane,76340.99,666954.01,12.52,370.61,3.06
Sugarcane,260835.62,2216709.38,27.68,734.53,10.08
Maize,303046.39,856693.61,34.98,967.43,11.63
Potato,250283.79,2168196.21,17.03,433.94,10.4
Rice,299664.21,685715.79,15.2,1710.89,11.54
Sugarcane,263633.74,1746031.26,39.17,1261.73,8.21
Potato,323177.37,2683782.63,35.62,1206.82,11.85
Wheat,225005.29,225234.71,20.46,619.75,6.21
Cotton,261870.56,983879.44,17.84,1263.14,9.64
Wheat,307996.75,780013.25,21.35,1158.37,11.67
Cotton,224194.22,1240455.78,24.07,1144.01,8.66
Maize,278389.61,874690.39,34.99,780.85,11.5
Sugarcane,103219.64,740700.36,18.7,507.76,3.42
Rice,98059.23,346780.77,32.18,873.56,3.95
Sugarcane,144693.92,1092801.08,38.02,1767.99,5.07
Cotton,180277.1,703572.9,22.63,460.43,5.84
Rice,176120.41,847759.59,12.73,1141.11,10.82
Sugarcane,227117.5,2381327.5,35.17,1431.63,10.71
Rice,257041.86,590398.14,31.84,2418.93,8.07
Cotton,111633.69,304716.31,16.17,2156.42,3.17
Maize,110185.89,191134.11,28.71,2316.55,3.26
Maize,214882.59,594217.41,35.09,2104,7.77
Sugarcane,182868.2,1362241.8,17.07,1596.05,6.29
Wheat,104932.09,166387.91,18.24,2193.73,3.47
Cotton,70690.2,256559.8,17.65,1543.54,2.43
Sugarcane,233936.69,1903443.31,39.93,1087.05,8.81
Sugarcane,292882.48,2132197.52,18.43,1119.15,9.85
Maize,89819.27,234720.73,19.47,1544.02,3.51
Rice,168367.14,351492.86,13.34,2080.77,5.39
Cotton,279984.4,1302915.6,39.53,594.04,8.71
Rice,151067.49,484952.51,18.91,386.38,5.9
Potato,349848.55,2436671.45,32.31,2037.05,11.55
Potato,61468.17,420811.83,12.74,1724.7,1.99
Cotton,301865.66,1436134.34,33.94,2106.88,10.32
Wheat,86608.32,225241.68,33.02,2448.69,4.02
Potato,194655.1,1858304.9,14.36,853.07,8.4
Maize,79496.66,207963.34,15.43,727.44,3.42
Wheat,298715.94,657204.06,20.26,1050.15,11.61
Sugarcane,31470.09,230049.91,21.93,2231.52,1.08
Potato,186714.4,1357685.6,33.94,330.72,6.41
Maize,257280.56,893459.44,13.71,323.17,10.97
Sugarcane,114514.51,1325700.49,30.21,776.93,5.9
Wheat,259019.53,558090.47,18.4,1127.02,10.16
Cotton,330161.47,1022288.53,22.71,965.16,11.42
Sugarcane,28443.87,285681.13,12.06,2114.82,1.28
Rice,159466.21,371613.79,20.15,1817.39,6.12
Cotton,224769.76,669530.24,16.8,2143.23,8.39
Cotton,268945.31,1246304.69,26.11,1144.27,10.07
Wheat,73762.05,92347.95,16.43,1610.78,2.38
Wheat,203093.24,468696.76,35.4,1434,7.02
Maize,69690.34,183389.66,36.72,1344.4,2.37
Maize,225088.57,554671.43,35.67,933.83,9.19
Rice,126333.35,341166.65,39.49,1860.29,3.77
Cotton,73965.38,414984.62,37.61,1452.87,3.59
Rice,283447.54,643632.46,19.83,472.93,9.35
Rice,246104.36,855655.64,20.8,301.15,10.18
Wheat,130511.17,288858.83,26.91,344.7,4.45
Rice,220597.74,492642.26,22.78,467.09,6.26
Rice,209834.54,819105.46,39.16,1116.1,8.47
Sugarcane,233555.12,1995454.88,21.51,972.46,9.07
Maize,210248.87,701091.13,32.72,644.61,9.36
Maize,139415.53,348024.47,28.11,1433.99,4.99
Cotton,183565.85,763534.15,38.78,2434.4,6.67
Maize,58112.01,84807.99,32.85,653.53,1.76
Potato,278547.74,2319812.26,20.5,851.3,11.41
Cotton,240263.03,702436.97,17.52,1316.63,8.57
Sugarcane,119501.99,1068538.01,35.93,1709.85,4.82
Maize,116949.4,340430.6,37.51,1620.55,4.98
Sugarcane,44079.36,330385.64,35.27,1446.64,1.54
Maize,123754.92,476365.08,32.65,1921.99,5.75
Maize,281923.21,445456.79,21.01,2161.08,8.24
Sugarcane,303076.55,2456533.45,26.15,2497.73,11.45
Rice,192577.42,487882.58,37.64,1324.12,7.95
Rice,218707.2,522252.8,15.78,2488.9,7.98
Rice,275389.95,585690.05,25.86,1907.1,9.54
Potato,131078.93,1390641.07,21.95,1746.15,6.36
Rice,23670.01,64989.99,30.97,1707.3,0.87
Maize,305021.12,727458.88,29.75,2303.64,10.73
Wheat,90805,311345,27.68,2385.46,5.13
Sugarcane,319986.87,2595758.13,19.83,692.69,11.82
Wheat,163851.68,308228.32,16.47,1385.53,5.17
Potato,238607.74,1753272.26,33.96,2371.19,8.19
Wheat,142951.16,382048.84,39.77,1140.65,5.79
Cotton,95845.12,214904.88,16.73,811.89,3.17
Rice,296405.23,563134.77,14.12,525.84,11.2
Potato,243508.33,1561051.67,32.88,1613.88,7.71
Maize,186614.4,362565.6,21.63,1840.6,5.68
Rice,47366.86,190013.14,17.96,730.21,2.16
Rice,373917.93,673722.07,26.7,1782,11.99
Wheat,298009.48,606040.52,30.91,2279.16,10.79
Cotton,125161.28,756488.72,18.02,835.87,5.36
Rice,59605.47,172934.53,39.85,568.4,2.47
Sugarcane,21913.07,183116.93,21.19,2137.93,0.84
Sugarcane,52612.48,501612.52,20.82,2316.18,2.25
Rice,220858.86,379741.14,23.84,772.7,6.65
Wheat,255346.09,452563.91,32.86,1887.04,9.88
Wheat,120842.48,237417.52,36.45,1600.02,4.68
Maize,139153.73,364126.27,21.07,826.23,5.49
Potato,173918.74,1237521.26,15.32,2112.05,5.94
Potato,16982.35,138897.65,19.17,1334.96,0.7
Potato,57724.92,553675.08,14.36,1840.73,2.54
Cotton,217868.63,900281.37,29.65,963.13,6.26
Wheat,111573.82,176756.18,32.74,2094.72,3.71
Maize,187369.37,363250.63,24.02,881.43,6.52
Sugarcane,51331.12,377138.88,38.68,1102.53,1.74
Potato,238521.31,2074238.69,32.37,1161.23,9.73
Sugarcane,298522.03,2019947.97,22.63,754.14,9.51
Sugarcane,242524.39,1780335.61,14.86,2223.61,8.2
Rice,136756.71,482323.29,25.82,549.67,6.61
Cotton,148265.61,570034.39,26.11,1538.88,4.98
Maize,189639.32,672560.68,27.42,2091.13,8.35
Cotton,289687.73,1047912.27,31.11,1577.99,9.49
Rice,241913.91,684066.09,19.4,1019.17,9.8
Maize,168804.04,271475.96,12.07,2018.98,4.5
Maize,65887.57,131572.43,34.76,1398.19,2.73
Wheat,132728.02,256611.98,35.06,658.63,4.43
Cotton,15465.6,53284.4,37.53,997.1,0.59
Cotton,124964.61,629635.39,39.13,1602.27,5.37
Wheat,93185.44,199764.56,16.46,1749.31,3.65
Sugarcane,185567.26,2169687.74,21.91,1505.89,9.59
Rice,258180.35,588599.65,35.84,898.42,8.26
Cotton,21487.89,69812.11,38.15,1606.26,0.8
Wheat,68431.1,91168.9,12.41,1031.39,2.16
Maize,183974.3,398685.7,22.85,794.83,6.74
Potato,190209.96,1618070.04,15.17,2380.16,7.61
Wheat,292119.79,291470.21,34.08,992.72,9.34
Potato,250620.93,2355899.07,32.92,1038.37,11.64
Sugarcane,249394.42,1857080.58,33.12,2272.91,8.57
Rice,218599.31,562620.69,22.93,613.92,6.77
Potato,170638.19,1059241.81,23.37,1586.11,5.27
Sugarcane,276950.16,1936379.84,19.33,2024.16,8.99
Potato,361551.18,2247488.82,22.11,902.06,11.25
Maize,129233.86,370626.14,39.53,2156.98,5.36
Maize,231842.52,482577.48,13.3,1993.23,7.22
Maize,70740.37,244619.63,21.07,1369.41,2.88
Maize,343091.77,634668.23,34.12,561.17,10.36
Wheat,268218.94,320411.06,22.71,2434.24,8.71
Maize,78991.21,350668.79,38.6,1673.31,4.58
Maize,318222.98,687617.02,21.3,1437.62,10.55
Wheat,289326.88,940643.12,35.79,2247.99,11.66
Maize,87853.79,347566.21,34.82,1226.98,3.82
Sugarcane,79957.83,572582.17,12.26,1540.01,2.65
Sugarcane,343075.66,2113784.34,23.28,2188.51,10.07
Cotton,199088.3,822261.7,19.86,1164.54,7.2
Sugarcane,358581.86,2233483.14,25.43,1999.26,10.67
Rice,136300.9,266739.1,24.96,863.5,4.5
Rice,212896.22,588783.78,37.35,1845.2,7.18
Rice,200377.04,575562.96,17.14,1422.96,7.14
Wheat,70587.54,157052.46,17.1,662.79,2.66
Sugarcane,319387.13,2588377.87,15.03,599.22,11.91
Rice,229275.95,422364.05,32.68,1306.91,8.14
Cotton,264345.1,830704.9,37.7,1863.86,8.14
Wheat,129475.8,139114.2,22.32,1627.25,3.91
Cotton,203654.24,697245.76,13.73,2180.4,7.98
Sugarcane,258028.7,2222526.3,16.37,1157.26,10.08
Maize,316873.76,818746.24,14.87,2156.01,9.86
Cotton,288375.95,1203774.05,28.59,381.46,11.08
Maize,56054.64,154725.36,19.9,1104.77,2.21
Wheat,74953.86,104176.14,37.13,460.56,2.6
Cotton,210950.08,781249.92,16.54,2322.34,8.67
Cotton,215806.45,1099793.55,38.04,1345.69,9.79
Potato,264807.47,1588952.53,21.32,995.54,8.25
Wheat,75948.65,71471.35,36.28,1383.47,2.14
Wheat,195397.79,434392.21,38.57,1472.26,7.34
Rice,168200.38,902539.62,39.62,2161.71,9.11
Sugarcane,60618.78,450486.22,34.5,1493.34,2.08
Cotton,23889.13,110310.87,14.85,1249.04,1.14
Cotton,105082.38,249117.62,13.55,2414.98,3.43
Wheat,39678.39,79181.61,32.71,2430.83,1.54
Wheat,46929.31,125060.69,37.12,384.52,2.21
Sugarcane,69571.2,622273.8,16.65,1855.06,2.84
Wheat,212622.98,368657.02,38.35,1117.87,6.6
